Scheme name	Locus tag	Description
cgMLST V2	STMMW_24641 (ucpA)	NAD(P)-dependent oxidoreductase
cgMLST V2	STMMW_04621 (rdgC)	putative exonuclease involved in removal of stalled replication fork
cgMLST V2	STMMW_24311 (ypeC)	hypothetical protein
cgMLST V2	STMMW_34831 (mrcA)	transpeptidase of penicillin-binding protein 1a (peptidoglycan synthetase)
cgMLST V2	STMMW_11171 (hpaX)	4-hydroxyphenylacetate permease
cgMLST V2	STMMW_09011 (yliC)	glutathione ABC transporter permease GsiC
cgMLST V2	STMMW_25991 (lepA)	Translation elongation factor LepA
cgMLST V2	STMMW_43251 (yjfQ)	transcriptional repressor UlaR
cgMLST V2	STMMW_31711 (dnaG)	DNA primase
cgMLST V2	STMMW_31241 (yqhD)	alcohol dehydrogenase
cgMLST V2	STMMW_43071 (hflX)	GTPase HflX
cgMLST V2	STMMW_00501 (ispH)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
cgMLST V2	STMMW_05571 (htpG)	molecular chaperone HtpG
cgMLST V2	STMMW_24861 (eutT)	ethanolamine utilization cobalamin adenosyltransferase
cgMLST V2	STMMW_28151 (hycA)	transcriptional regulator
cgMLST V2	STMMW_13151	ATP-independent periplasmic protein-refolding chaperone
cgMLST V2	STMMW_13481 (btuE)	glutathione peroxidase
cgMLST V2	STMMW_25191 (ppx)	exopolyphosphatase
cgMLST V2	STMMW_00911 (kefC)	potassium transporter KefC
cgMLST V2	STMMW_10821 (ycbG)	macrodomain Ter protein
cgMLST V2	STMMW_40251 (cpxP)	periplasmic repressor CpxP
cgMLST V2	STMMW_40521 (glpF)	glycerol uptake facilitator GlpF
cgMLST V2	STMMW_38001 (yidQ)	Outer membrane lipoprotein YidQ
cgMLST V2	STMMW_13731 (ydiH)	hypothetical protein
cgMLST V2	STMMW_41781 (malE)	"ABC superfamily (bind_prot) maltose transport protein, substrate recognition for transport and chemotaxis"
cgMLST V2	STMMW_44571 (yjiE)	LysR family transcriptional regulator
cgMLST V2	STMMW_39711 (glnA)	glutamine synthetase
cgMLST V2	STMMW_27591 (gabT)	4-aminobutyrate aminotransferase
cgMLST V2	STMMW_28541 (invJ)	surface presentation of antigens protein SpaN
cgMLST V2	STMMW_25731 (hmpA)	nitric oxide dioxygenase
cgMLST V2	STMMW_15251 (yneH)	glutaminase A
cgMLST V2	STMMW_27771 (proW)	proline/betaine ABC transporter permease ProW
cgMLST V2	STMMW_18901 (cutC)	Cytoplasmic copper homeostasis protein CutC
cgMLST V2	STMMW_32721 (yhbS)	GNAT family acetyltransferase
cgMLST V2	STMMW_35711 (yhhT)	pheromone autoinducer 2 transporter
cgMLST V2	STMMW_33411 (sspA)	stringent starvation protein A
cgMLST V2	STMMW_37971 (yidE)	transporter
cgMLST V2	STMMW_45042	membrane protein
cgMLST V2	STMMW_45041 (osmY)	BON domain-containing protein
cgMLST V2	STMMW_27871 (yqaB)	"HAD-superfamily hydrolase, subfamily IA"
cgMLST V2	STMMW_34051 (zntR)	heavy metal-responsive transcriptional regulator
cgMLST V2	STMMW_02591 (dniR)	murein transglycosylase D
cgMLST V2	STMMW_08261 (galK)	galactokinase
cgMLST V2	STMMW_04291	hypothetical protein
cgMLST V2	STMMW_34441 (yheO)	"Putative DNA-binding protein, partial"
cgMLST V2	STMMW_18011	GnsA/GnsB family
cgMLST V2	STMMW_22851 (napD)	Periplasmic nitrate reductase component NapD
cgMLST V2	STMMW_34991 (bioH)	carboxylesterase
cgMLST V2	STMMW_09241 (ybjC)	putative inner membrane protein
cgMLST V2	STMMW_05741 (ybbN)	co-chaperone YbbN
cgMLST V2	STMMW_14611 (rnfB)	electron transport complex subunit RsxB
cgMLST V2	STMMW_05211 (lon)	endopeptidase La
cgMLST V2	STMMW_07521 (fldA)	flavodoxin-1
cgMLST V2	STMMW_23451 (nuoG)	NADH dehydrogenase I chain G
cgMLST V2	STMMW_23101 (glpC)	sn-glycerol-3-phosphate dehydrogenase subunit C
cgMLST V2	STMMW_24101 (fadJ)	multifunctional fatty acid oxidation complex subunit alpha
cgMLST V2	STMMW_24451	negative regulator
cgMLST V2	STMMW_34191 (rpsH)	30S ribosomal protein S8
cgMLST V2	STMMW_34661 (nirD)	nitrite reductase small subunit
cgMLST V2	STMMW_02451 (yaeQ)	YaeQ protein
cgMLST V2	STMMW_40061	branched-chain amino acid ABC transporter permease
cgMLST V2	STMMW_05411 (ylaC)	sigma70 family sigma factor YlaC
cgMLST V2	STMMW_15881 (srfA)	ssrAB activated gene
cgMLST V2	STMMW_06591 (fepB)	Fe2+-enterobactin ABC transporter substrate-binding protein
cgMLST V2	STMMW_25501 (sseA)	3-mercaptopyruvate sulfurtransferase
cgMLST V2	STMMW_01241 (fruR)	DNA-binding transcriptional regulator FruR
cgMLST V2	STMMW_43441 (ytfF)	Putative membrane protein
cgMLST V2	STMMW_39271 (yigI)	outer membrane phospholipase A
cgMLST V2	STMMW_30631 (yggU)	YggU family protein
cgMLST V2	STMMW_37361 (yicE)	Nucleobase-ascorbate transporter 6 AtNAT6
cgMLST V2	STMMW_13831 (pykF)	pyruvate kinase I
cgMLST V2	STMMW_14821 (ydgF)	multidrug transporter
cgMLST V2	STMMW_21421 (wcaF)	colanic acid biosynthesis acetyltransferase WcaF
cgMLST V2	STMMW_41331 (aceA)	isocitrate lyase
cgMLST V2	STMMW_12611	Putative outer membrane lipoprotein
cgMLST V2	STMMW_29161 (pyrG)	CTP synthetase
cgMLST V2	STMMW_33971 (smg)	hypothetical protein
cgMLST V2	STMMW_38631 (yieN)	regulatory ATPase RavA
cgMLST V2	STMMW_02601 (gloB)	hydroxyacylglutathione hydrolase
cgMLST V2	STMMW_06731 (ahpC)	alkyl hydroperoxide reductase subunit C
cgMLST V2	STMMW_27901 (oraA)	recombination regulator RecX
cgMLST V2	STMMW_06041 (ppiB)	peptidyl-prolyl cis-trans isomerase
cgMLST V2	STMMW_16751 (ycjI)	murein peptide amidase A
cgMLST V2	STMMW_28481 (sicA)	CesD/SycD/LcrH family type III secretion system chaperone
cgMLST V2	STMMW_33621 (yhcP)	p-hydroxybenzoic acid efflux pump subunit AaeB
cgMLST V2	STMMW_14441	transporter
cgMLST V2	STMMW_45231 (nadR)	trifunctional nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase/transcriptional regulator NadR
cgMLST V2	STMMW_32281 (yqjB)	EnvZ/OmpR regulon moderator
cgMLST V2	STMMW_42011 (yjbR)	hypothetical protein
cgMLST V2	STMMW_22441 (yeiU)	permease
cgMLST V2	STMMW_08071 (ybgF)	cell division protein CpoB
cgMLST V2	STMMW_11991 (yceD)	hypothetical protein
cgMLST V2	STMMW_09381 (artM)	arginine transporter permease subunit ArtM
cgMLST V2	STMMW_07951 (sucC)	succinyl-CoA ligase subunit beta
cgMLST V2	STMMW_23861 (dedD)	cell division protein DedD
cgMLST V2	STMMW_35451 (ugpA)	sn-glycerol 3-phosphate ABC transporter permease
cgMLST V2	STMMW_24661 (yfeY)	DUF1131 domain-containing protein
cgMLST V2	STMMW_04351 (yahN)	RhtC-like transporter
cgMLST V2	STMMW_08381 (ybhC)	acyl-CoA thioesterase
cgMLST V2	STMMW_04601 (aroM)	AroM family protein
cgMLST V2	STMMW_11191	MBL fold metallo-hydrolase
cgMLST V2	STMMW_34851 (igaA)	"intracellular growth attenuator protein IgaA, partial"
cgMLST V2	STMMW_23711 (yfcG)	thiol:disulfide oxidoreductase
cgMLST V2	STMMW_10111 (asnCa)	asparagine tRNA synthetase
cgMLST V2	STMMW_24591 (cysM)	cysteine synthase B (O-acetylserine sulfhydrolase B)
cgMLST V2	STMMW_09651 (infA)	translation initiation factor IF-1
cgMLST V2	STMMW_31221 (yghB)	"DedA-family integral membrane protein, partial"
cgMLST V2	STMMW_43051 (miaA)	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
cgMLST V2	STMMW_34271 (rplV)	50S ribosomal protein L22
cgMLST V2	STMMW_09031 (rimO)	ribosomal protein S12 methylthiotransferase RimO
cgMLST V2	STMMW_26621 (yfiC)	tRNA (adenosine(37)-N6)-methyltransferase TrmM
cgMLST V2	STMMW_26991 (smpA)	outer membrane biogenesis protein BamE
cgMLST V2	STMMW_24841 (eutM)	carboxysome structural protein EutM
cgMLST V2	STMMW_28171 (hypB)	hydrogenase nickel incorporation protein HypB
cgMLST V2	STMMW_06921 (dcuC)	anaerobic C4-dicarboxylate transporter DcuC
cgMLST V2	STMMW_42901 (frdB)	fumarate reductase iron-sulfur subunit
cgMLST V2	STMMW_13131 (astB)	succinylarginine dihydrolase
cgMLST V2	STMMW_30171 (ubiH)	2-octaprenyl-6-methoxyphenyl hydroxylase
cgMLST V2	STMMW_10801 (fabA)	beta-hydroxydecanoyl-ACP dehydratase
cgMLST V2	STMMW_40501 (glpX)	"fructose-1,6-bisphosphatase, class II"
cgMLST V2	STMMW_37771 (uhpC)	transcriptional regulator
cgMLST V2	STMMW_39731 (typA)	GTP-binding protein TypA
cgMLST V2	STMMW_44081	ArgR family transcriptional regulator
cgMLST V2	STMMW_28561 (invC)	secretory apparatus ATP synthase (associated with virulence)
cgMLST V2	STMMW_27571 (ygaF)	GAB DTP gene cluster repressor
cgMLST V2	STMMW_38281 (thdF)	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis GTPase MnmE
cgMLST V2	STMMW_25711 (hcaT)	3-phenylpropionic acid transporter
cgMLST V2	STMMW_12261 (ycfU)	ABC transporter integral membrane subunit
cgMLST V2	STMMW_00001 (thrL)	thr operon leader peptide
cgMLST V2	STMMW_19031 (cheW)	chemotaxis protein CheW
cgMLST V2	STMMW_37191 (dfp)	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
cgMLST V2	STMMW_18921 (argS)	arginine--tRNA ligase
cgMLST V2	STMMW_32871 (nusA)	transcription elongation factor NusA
cgMLST V2	STMMW_36821 (lctD)	alpha-hydroxy-acid oxidizing enzyme
cgMLST V2	STMMW_17691 (hemA)	glutamyl-tRNA reductase
cgMLST V2	STMMW_17161 (yciO)	threonylcarbamoyl-AMP synthase
cgMLST V2	STMMW_32701 (yhbP)	hypothetical protein
cgMLST V2	STMMW_44551 (hilE)	"type VI secretion system effector, Hcp1 family"
cgMLST V2	STMMW_16561 (fnr)	fumarate/nitrate reduction transcriptional regulator
cgMLST V2	STMMW_19251 (uvrC)	excinuclease ABC subunit C
cgMLST V2	STMMW_35731 (nikR)	Nickel responsive regulator NikR
cgMLST V2	STMMW_37991 (hslT)	heat-shock protein IbpA
cgMLST V2	STMMW_33471 (degQ)	serine endoprotease DegQ
cgMLST V2	STMMW_11691 (bssS)	biofilm formation regulatory protein BssS
cgMLST V2	STMMW_45061 (yjjV)	deoxyribonuclease YjjV
cgMLST V2	STMMW_18251	putative membrane protein
cgMLST V2	STMMW_14581 (rnfG)	electron transport complex subunit G
cgMLST V2	STMMW_42481 (melR)	DNA-binding transcriptional regulator MelR
cgMLST V2	STMMW_08711 (ybiH)	"Transcriptional regulator YbiH, TetR family"
cgMLST V2	STMMW_08241 (gpmA)	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
cgMLST V2	STMMW_34461 (slyX)	phi X174 lysis protein
cgMLST V2	STMMW_18071 (minD)	cell division inhibitor MinD
cgMLST V2	STMMW_05761 (tesA)	"multifunctional acyl-CoA thioesterase I; also functions as protease I, lysophospholipaseL(I)"
cgMLST V2	STMMW_22871 (eco)	ecotin precursor
cgMLST V2	STMMW_14631 (ydgK)	Putative inner membrane protein
cgMLST V2	STMMW_07891 (sdhC)	succinate dehydrogenase cytochrome b556 large membrane subunit
cgMLST V2	STMMW_23471 (nuoE)	NADH-quinone oxidoreductase subunit E
cgMLST V2	STMMW_35591 (ftsE)	cell division protein FtsE
cgMLST V2	STMMW_24121 (yfcZ)	hypothetical protein
cgMLST V2	STMMW_16981 (rnb)	exoribonuclease 2
cgMLST V2	STMMW_34641 (yhfC)	transporter
cgMLST V2	STMMW_28361 (prgH)	type III secretion system needle complex protein PrgH
cgMLST V2	STMMW_13471 (btuC)	vitamin B12 import system permease BtuC
cgMLST V2	STMMW_31031 (hybG)	hydrogenase 2 accessory protein HypG
cgMLST V2	STMMW_01001 (rluA)	bifunctional tRNA pseudouridine(32) synthase TrmQ/ribosomal large subunit pseudouridine synthase RluA
cgMLST V2	STMMW_33251 (mtgA)	monofunctional biosynthetic peptidoglycan transglycosylase
cgMLST V2	STMMW_25521 (sseBb)	enhances serine sensitivity
cgMLST V2	STMMW_31691 (gcp)	tRNA N6-adenosine(37)-threonylcarbamoyltransferase complex transferase subunit TsaD
cgMLST V2	STMMW_30341 (ecfT)	cobalt ABC transporter permease
cgMLST V2	STMMW_30611 (yggS)	YggS family pyridoxal phosphate enzyme
cgMLST V2	STMMW_20351 (yeeI)	DgsA anti-repressor MtfA
cgMLST V2	STMMW_07051 (mrdA)	penicillin-binding protein 2
cgMLST V2	STMMW_12671	Mechanosensitive ion channel IM
cgMLST V2	STMMW_39031 (rffT)	putative enterobacterial common antigen polymerase
cgMLST V2	STMMW_02621 (rnhA)	"RNase HI, degrades RNA of DNA-RNA hybrids"
cgMLST V2	STMMW_14801 (pntB)	pyridine nucleotide transhydrogenase beta subunit
cgMLST V2	STMMW_27961 (slrB)	PTS system glucitol/sorbitol-specific transporter subunit IIA
cgMLST V2	STMMW_17571 (narK)	nitrate/nitrite transporter NarK
cgMLST V2	STMMW_16771 (tpx)	2-Cys peroxiredoxin
cgMLST V2	STMMW_28971 (cysN)	sulfate adenylyltransferase subunit CysN
cgMLST V2	STMMW_37521 (mgtB)	magnesium-translocating P-type ATPase
cgMLST V2	STMMW_38341 (yieE)	4'-phosphopantetheinyl transferase
cgMLST V2	STMMW_33641 (yhcR)	protein AaeX
cgMLST V2	STMMW_38611 (asnA)	asparagine synthetase A
cgMLST V2	STMMW_36121 (yhjT)	membrane protein
cgMLST V2	STMMW_07391 (nagD)	UMP phosphatase
cgMLST V2	STMMW_45211 (serB)	phosphoserine phosphatase SerB
cgMLST V2	STMMW_35691	DcrB protein
cgMLST V2	STMMW_15041 (ynfA)	UPF0060 membrane protein CKO_01576
cgMLST V2	STMMW_37831 (deoR)	DeoR family transcriptional regulator
cgMLST V2	STMMW_08011 (ybgC)	acyl-CoA thioesterase
cgMLST V2	STMMW_11201	anti-adapter protein IraM
cgMLST V2	STMMW_17911 (emtA)	lytic murein transglycosylase
cgMLST V2	STMMW_07971 (cydA)	cytochrome bd-I ubiquinol oxidase subunit I
cgMLST V2	STMMW_23801	amino-acid racemase
cgMLST V2	STMMW_04371 (prpR)	propionate catabolism operon regulatory protein PrpR
cgMLST V2	STMMW_24601 (cysA)	sulfate/thiosulfate transporter subunit
cgMLST V2	STMMW_34871 (hslR)	heat-shock protein Hsp15
cgMLST V2	STMMW_22461 (rtn)	diguanylate phosphodiesterase
cgMLST V2	STMMW_23731 (hisP)	histidine/lysine/arginine/ornithine transporter subunit
cgMLST V2	STMMW_43211 (aidB)	isovaleryl CoA dehydrogenase
cgMLST V2	STMMW_18441 (sopE2)	guanine nucleotide exchange factor sopE2
cgMLST V2	STMMW_00361	arylsulfatase
cgMLST V2	STMMW_09631	"quercetin 2,3-dioxygenase"
cgMLST V2	STMMW_04951 (thiI)	tRNA 4-thiouridine(8) synthase ThiI
cgMLST V2	STMMW_34251 (rplP)	50S ribosomal protein L16
cgMLST V2	STMMW_25951 (recO)	DNA repair protein RecO
cgMLST V2	STMMW_05531 (apt)	adenine phosphoribosyltransferase
cgMLST V2	STMMW_26971 (ppnK)	inorganic polyphosphate/ATP-NAD kinase
cgMLST V2	STMMW_26601 (rpoE)	ECF RNA polymerase sigma-E factor
cgMLST V2	STMMW_10791 (rmf)	ribosome modulation factor
cgMLST V2	STMMW_40741 (gldA)	glycerol dehydrogenase
cgMLST V2	STMMW_21061 (hisH)	imidazole glycerol phosphate synthase subunit HisH
cgMLST V2	STMMW_14321 (ydhB)	LysR family transcriptional regulator
cgMLST V2	STMMW_28111 (hycE)	hydrogenase 3 large subunit
cgMLST V2	STMMW_42921 (yjeA)	elongation factor P--(R)-beta-lysine ligase
cgMLST V2	STMMW_31201	membrane protein
cgMLST V2	STMMW_10861 (yccS)	Putative efflux (PET) family inner membrane protein YccS
cgMLST V2	STMMW_30151 (gcvT)	aminomethyltransferase
cgMLST V2	STMMW_40561 (hslU)	ATP-dependent protease ATP-binding subunit HslU
cgMLST V2	STMMW_37751 (yicN)	protein yicN
cgMLST V2	STMMW_17371 (oppF)	oligopeptide ABC transporter ATP-binding protein OppF
cgMLST V2	STMMW_27551 (tctA)	tripartite tricarboxylate transporter TctA
cgMLST V2	STMMW_33981 (dprA)	DNA protecting protein DprA
cgMLST V2	STMMW_29641 (ptsP)	phosphoenolpyruvate-protein phosphotransferase PtsP
cgMLST V2	STMMW_17361 (kch)	putative voltage-gated potassium channel
cgMLST V2	STMMW_12791	nitric oxide reductase
cgMLST V2	STMMW_19011 (cheR)	chemotaxis protein methyltransferase
cgMLST V2	STMMW_27731 (nrdI)	ribonucleotide reductase assembly protein NrdI
cgMLST V2	STMMW_15211 (marC)	stress protection protein MarC
cgMLST V2	STMMW_33181 (yhbG)	ABC transporter ATP-binding protein
cgMLST V2	STM0834	phosphoethanolamine transferase
cgMLST V2	STMMW_41161 (thiE)	thiamine phosphate synthase
cgMLST V2	STMMW_12421 (purB)	adenylosuccinate lyase
cgMLST V2	STMMW_32851 (rbfA)	ribosome-binding factor A
cgMLST V2	STMMW_05421 (maa)	maltose O-acetyltransferase
cgMLST V2	STMMW_44531 (uxuR)	Uxu operon transcriptional regulator
cgMLST V2	STMMW_33451 (yhcM)	AFG1 family ATPase
cgMLST V2	STMMW_38401 (pstA)	phosphate transporter permease subunit PtsA
cgMLST V2	STMMW_39801 (ompL)	outer membrane porin L
cgMLST V2	STMMW_45001 (holD)	DNA polymerase III subunit psi
cgMLST V2	STMMW_18271 (rrmA)	23S rRNA (guanine(745)-N(1))-methyltransferase
cgMLST V2	STMMW_04501 (ddlA)	D-alanine--D-alanine ligase A
cgMLST V2	STMMW_07701 (ybgK)	allophanate hydrolase
cgMLST V2	STMMW_16541 (ydaL)	DNA endonuclease SmrA
cgMLST V2	STMMW_34401 (rpsL)	30S ribosomal protein S12
cgMLST V2	STMMW_22811 (napB)	nitrate reductase cytochrome C550 subunit
cgMLST V2	STMMW_32321 (yqjF)	putative inner membrane protein YqjF
cgMLST V2	STMMW_05701 (ybbJ)	nodulation efficiency protein D
cgMLST V2	STMMW_07561 (pgm)	"phosphoglucomutase, alpha-D-glucose phosphate-specific"
cgMLST V2	STMMW_35861 (gor)	glutathione-disulfide reductase
cgMLST V2	STMMW_28341 (prgJ)	"type III secretion system needle complex protein PrgJ, partial"
cgMLST V2	STMMW_03281 (gpt)	xanthine phosphoribosyltransferase
cgMLST V2	STMMW_08731 (dinG)	ATP-dependent DNA helicase DinG
cgMLST V2	STMMW_28231 (sitA)	Manganese ABC transporter SitA
cgMLST V2	STMMW_00481 (lspA)	signal peptidase II
cgMLST V2	STMMW_09171 (mdfA)	multidrug transporter MdfA
cgMLST V2	STMMW_12431 (ycfC)	putative lysogenization regulator
cgMLST V2	STMMW_01021 (polB)	DNA polymerase II
cgMLST V2	STMMW_14231 (ssaQ)	"type III secretion system protein SsaQ, partial"
cgMLST V2	STMMW_35311 (gntK)	gluconate kinase
cgMLST V2	STMMW_33841 (yhdJ)	methyltransferase
cgMLST V2	STMMW_24141 (vacJ)	ABC transporter permease
cgMLST V2	STMMW_00731 (caiC)	ATP-dependent acyl-CoA ligase
cgMLST V2	STMMW_25541 (yfhJ)	Fe-S assembly protein IscX
cgMLST V2	STMMW_29431 (ygdE)	ribosomal RNA large subunit methyltransferase M
cgMLST V2	STMMW_43401 (ytfB)	opacity-associated protein
cgMLST V2	STMMW_39231 (corA)	magnesium transporter CorA
cgMLST V2	STMMW_41371 (metH)	"B12-dependent homocysteine-N5-methyltetrahydrofolate transmethylase, repressor of metE and metF"
cgMLST V2	STMMW_21461 (wcaB)	Colanic acid biosynthesis acetyl transferase WcaB
cgMLST V2	STMMW_31411 (parE)	DNA topoisomerase IV subunit B
cgMLST V2	STMMW_12651	ABC transporter ATPase
cgMLST V2	STMMW_30091 (yqfA)	hemolysin
cgMLST V2	STMMW_06551 (fepC)	ferric enterobactin transport ATP-binding protein FepC
cgMLST V2	STMMW_06881 (citD)	citrate lyase subunit gamma
cgMLST V2	STMMW_38411 (pstC)	phosphate transporter permease subunit PstC
cgMLST V2	STMMW_30891 (feaB)	NAD-dependent phenylacetaldehyde dehydrogenase
cgMLST V2	STMMW_13301 (yniB)	yfeABCD regulator yfeE
cgMLST V2	STMMW_27941 (srlA)	PTS system glucitol/sorbitol-specific transporter subunit IIC
cgMLST V2	STMMW_13651 (aroD)	3-dehydroquinate dehydratase
cgMLST V2	STMMW_37321 (spoU)	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH
cgMLST V2	STMMW_17551 (narH)	nitrate reductase subunit beta
cgMLST V2	STMMW_36321 (tag)	"3-methyl-adenine DNA glycosylase I, constitutive"
cgMLST V2	STMMW_19481 (fliE)	flagellar hook-basal body complex protein FliE
cgMLST V2	STMMW_28911 (truD)	tRNA pseudouridine(13) synthase TruD
cgMLST V2	STMMW_33661 (tldD)	suppresses inhibitory activity of CsrA
cgMLST V2	STMMW_36491 (xylA)	xylose isomerase
cgMLST V2	STMMW_45271 (yjjX)	non-canonical purine NTP phosphatase
cgMLST V2	STMMW_35671 (yhhP)	tRNA 2-thiouridine(34) synthase TusA
cgMLST V2	STMMW_08031 (tolR)	colicin transporter TolR
cgMLST V2	STMMW_27051 (lapB)	"Putative type I secretion protein, ATP-binding protein"
cgMLST V2	STMMW_11221 (cbpA)	curved DNA-binding protein CbpA
cgMLST V2	STMMW_37811 (fucP)	L-fucose:H+ symporter permease
cgMLST V2	STMMW_29391 (fucI)	L-fucose isomerase
cgMLST V2	STMMW_23531 (yfbQ)	Alanine transaminase
cgMLST V2	STMMW_23281 (pmrD)	PmrD
cgMLST V2	STMMW_17971 (fadR)	fatty acid metabolism regulator protein
cgMLST V2	STMMW_35411 (yhhA)	Putative outer membrane protein
cgMLST V2	STMMW_24621 (cysU)	sulfate ABC transporter permease
cgMLST V2	STMMW_42051	hypothetical protein
cgMLST V2	STMMW_42721 (dipZ)	thiol:disulfide interchange protein DsbD
cgMLST V2	STMMW_23751 (hisQ)	amino acid ABC transporter permease
cgMLST V2	STMMW_43231 (yjfO)	transporter
cgMLST V2	STMMW_08691 (ybhF)	ABC transporter multidrug efflux pump protein
cgMLST V2	STMMW_18421 (pphA)	"serine/threonine protein phosphatase, partial"
cgMLST V2	STMMW_14771 (ydgI)	amino acid transporter
cgMLST V2	STMMW_24081 (yfcN)	hypothetical protein
cgMLST V2	STMMW_04931 (ispA)	geranyl transferase
cgMLST V2	STMMW_08961 (moeB)	molybdopterin-synthase adenylyltransferase MoeB
cgMLST V2	STMMW_28281 (sprB)	AraC family transcriptional regulator
cgMLST V2	STMMW_00031 (thrC)	threonine synthase
cgMLST V2	STMMW_38961 (rffD)	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase
cgMLST V2	STMMW_05041 (apbA)	2-dehydropantoate 2-reductase
cgMLST V2	STMMW_25971 (rnc)	ribonuclease 3
cgMLST V2	STMMW_02091 (clcA)	ClC family H(+)/Cl(-) exchange transporter
cgMLST V2	STMMW_05101 (cyoE)	protohaeme IX farnesyltransferase (haeme O biosynthesis)
cgMLST V2	STMMW_24881 (eutP)	ethanolamine utilization protein EutP
cgMLST V2	STMMW_06961 (ybeM)	Carbon-nitrogen hydrolase
cgMLST V2	STMMW_13461 (himA)	integration host factor subunit alpha
cgMLST V2	STMMW_28131 (hycC)	formate hydrogenlyase subunit 3
cgMLST V2	STMMW_43092 (yjeT)	putative inner membrane protein YjeT (clustered with HflC)
cgMLST V2	STMMW_43091 (hflC)	protease modulator HflC
cgMLST V2	STMMW_30131 (gcvP)	glycine dehydrogenase (aminomethyl-transferring)
cgMLST V2	STMMW_40541 (menG)	ribonuclease E activity regulator RraA
cgMLST V2	STMMW_13791 (sufS)	bifunctional cysteine desulfurase/selenocysteine lyase
cgMLST V2	STMMW_15021 (speG)	spermidine N1-acetyltransferase
cgMLST V2	STMMW_25281 (guaB)	IMP dehydrogenase
cgMLST V2	STMMW_24071 (yfcB)	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase
cgMLST V2	STMMW_01341 (murG)	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
cgMLST V2	STMMW_06341 (ybdG)	miniconductance mechanosensitive channel
cgMLST V2	STMMW_27531 (tctC)	tricarboxylic transporter
cgMLST V2	STMMW_25751 (cadB)	probable cadaverine/lysine antiporter
cgMLST V2	STMMW_21071 (hisA)	1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase
cgMLST V2	STMMW_25021 (dapE)	succinyl-diaminopimelate desuccinylase
cgMLST V2	STMMW_29661 (mutH)	DNA mismatch repair endonuclease MutH
cgMLST V2	STMMW_17301 (ispZ)	intracellular septation protein A
cgMLST V2	STMMW_10841 (sulA)	cell division inhibitor SulA
cgMLST V2	STMMW_15231 (yneJ)	LysR family transcriptional regulator
cgMLST V2	STMMW_38791 (ilvD)	Putative dihydroxyacid dehydratase
