Scheme name	Locus tag	Description
cgMLST V1	b1212 (prmC)	"N5-glutamine methyltransferase, modifies release factors RF-1 and RF-2 "
cgMLST V1	b1215 (kdsA)	3-deoxy-D-manno-octulosonate 8-phosphate synthase
cgMLST V1	b1214 (ychA)	transglutaminase-like TPR-repeat protein
cgMLST V1	b1217 (chaB)	cation transport regulator
cgMLST V1	b1216 (chaA)	calcium/sodium:proton antiporter
cgMLST V1	b1652 (rnt)	ribonuclease T (RNase T)
cgMLST V1	b1654 (grxD)	glutaredoxin-4
cgMLST V1	b1656 (sodB)	"superoxide dismutase, Fe "
cgMLST V1	b4069 (acs)	acetyl-CoA synthetase
cgMLST V1	b4068 (yjcH)	DUF485 family inner membrane protein
cgMLST V1	b4060 (yjcB)	putative inner membrane protein
cgMLST V1	b4062 (soxS)	superoxide response regulon transcriptional activator; autoregulator
cgMLST V1	b4065 (yjcE)	putative cation/proton antiporter
cgMLST V1	b4067 (actP)	acetate transporter
cgMLST V1	b3309 (rplX)	50S ribosomal subunit protein L24
cgMLST V1	b3308 (rplE)	50S ribosomal subunit protein L5
cgMLST V1	b3301 (rplO)	50S ribosomal subunit protein L15
cgMLST V1	b3300 (secY)	preprotein translocase membrane subunit
cgMLST V1	b3303 (rpsE)	30S ribosomal subunit protein S5
cgMLST V1	b3302 (rpmD)	50S ribosomal subunit protein L30
cgMLST V1	b3305 (rplF)	50S ribosomal subunit protein L6
cgMLST V1	b3304 (rplR)	50S ribosomal subunit protein L18
cgMLST V1	b3307 (rpsN)	30S ribosomal subunit protein S14
cgMLST V1	b3306 (rpsH)	30S ribosomal subunit protein S8
cgMLST V1	b1059 (solA)	"N-methyltryptophan oxidase, FAD-binding "
cgMLST V1	b1057 (yceJ)	putative cytochrome b561
cgMLST V1	b1055 (yceA)	putative rhodanese-related sulfurtransferase
cgMLST V1	b1054 (lpxL)	lauryl-acyl carrier protein (ACP)-dependent acyltransferase
cgMLST V1	b4262 (lptG)	lipopolysaccharide export ABC permease of the LptBFGC export complex
cgMLST V1	b4261 (lptF)	lipopolysaccharide export ABC permease of the LptBFGC export complex
cgMLST V1	b4260 (pepA)	"multifunctional aminopeptidase A: a cyteinylglycinase, transcription regulator and site-specific recombination factor "
cgMLST V1	b0010 (satP)	succinate-acetate transporter
cgMLST V1	b0011 (yaaW)	UPF0174 family protein
cgMLST V1	b0013 (yaaI)	UPF0412 family protein
cgMLST V1	b0014 (dnaK)	"chaperone Hsp70, with co-chaperone DnaJ"
cgMLST V1	b0015 (dnaJ)	"chaperone Hsp40, DnaK co-chaperone"
cgMLST V1	b0018 (mokC)	"regulatory protein for HokC, overlaps CDS of hokC"
cgMLST V1	b0019 (nhaA)	sodium-proton antiporter
cgMLST V1	b3549 (tag)	"3-methyl-adenine DNA glycosylase I, constitutive "
cgMLST V1	b3548 (yhjY)	autotransporter beta-domain protein
cgMLST V1	b3543 (dppB)	dipeptide/heme transporter
cgMLST V1	b3542 (dppC)	dipeptide/heme transporter
cgMLST V1	b3541 (dppD)	dipeptide/heme transporter
cgMLST V1	b3546 (eptB)	"KDO phosphoethanolamine transferase, Ca(2+)-inducible"
cgMLST V1	b3544 (dppA)	dipeptide transporter
cgMLST V1	b3891 (fdhE)	formate dehydrogenase formation protein
cgMLST V1	b3893 (fdoH)	"formate dehydrogenase-O, Fe-S subunit"
cgMLST V1	b0977 (hyaF)	protein involved in nickel incorporation into hydrogenase-1 proteins
cgMLST V1	b0976 (hyaE)	putative HyaA chaperone
cgMLST V1	b0975 (hyaD)	hydrogenase 1 maturation protease
cgMLST V1	b0974 (hyaC)	"hydrogenase 1, b-type cytochrome subunit"
cgMLST V1	b0973 (hyaB)	"hydrogenase 1, large subunit "
cgMLST V1	b0972 (hyaA)	"hydrogenase 1, small subunit "
cgMLST V1	b0970 (yccA)	"HflBKC-binding inner membrane protein, UPF0005 family"
cgMLST V1	b3740 (rsmG)	"16S rRNA m(7)G527 methyltransferase, SAM-dependent; glucose-inhibited cell-division protein"
cgMLST V1	b2922 (yggE)	oxidative stress defense protein
cgMLST V1	b2926 (pgk)	phosphoglycerate kinase
cgMLST V1	b2927 (epd)	D-erythrose 4-phosphate dehydrogenase
cgMLST V1	b2925 (fbaA)	"fructose-bisphosphate aldolase, class II "
cgMLST V1	b0413 (nrdR)	Nrd regulon repressor
cgMLST V1	b3152 (yraR)	putative nucleoside-diphosphate-sugar epimerase
cgMLST V1	b3157 (yhbT)	SCP-2 sterol transfer family protein
cgMLST V1	b0194 (proS)	prolyl-tRNA synthetase
cgMLST V1	b0197 (metQ)	DL-methionine transporter subunit
cgMLST V1	b0196 (rcsF)	putative outer membrane protein
cgMLST V1	b0191 (arfB)	"alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached"
cgMLST V1	b0190 (yaeQ)	PDDEXK superfamily protein
cgMLST V1	b0192 (nlpE)	lipoprotein involved with copper homeostasis and adhesion
cgMLST V1	b0199 (metN)	DL-methionine transporter subunit
cgMLST V1	b0198 (metI)	DL-methionine transporter subunit
cgMLST V1	b0223 (yafJ)	putative amidotransfease
cgMLST V1	b0222 (gmhA)	D-sedoheptulose 7-phosphate isomerase
cgMLST V1	b0221 (fadE)	acyl coenzyme A dehydrogenase
cgMLST V1	b0220 (ivy)	"inhibitor of c-type lysozyme, periplasmic"
cgMLST V1	b0224 (yafK)	"L,D-transpeptidase-related protein"
cgMLST V1	b1072 (flgA)	assembly protein for flagellar basal-body periplasmic P ring
cgMLST V1	b2261 (menC)	O-succinylbenzoyl-CoA synthase
cgMLST V1	b2260 (menE)	O-succinylbenzoate-CoA ligase
cgMLST V1	b2263 (menH)	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
cgMLST V1	b2262 (menB)	dihydroxynaphthoic acid synthetase
cgMLST V1	b2265 (menF)	isochorismate synthase 2
cgMLST V1	b2264 (menD)	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase; SEPHCHC synthase
cgMLST V1	b2267 (elaA)	putative acyl-CoA transferase
cgMLST V1	b2266 (elaB)	"DUF883 family protein, putative membrane-anchored ribosome-binding protein"
cgMLST V1	b2268 (rbn)	"RNase BN, tRNA processing enzyme"
cgMLST V1	b2480 (bcp)	"peroxiredoxin; thiol peroxidase, thioredoxin-dependent "
cgMLST V1	b1908 (yecA)	UPF0149 family protein
cgMLST V1	b1901 (araF)	L-arabinose transporter subunit
cgMLST V1	b1900 (araG)	fused L-arabinose transporter subunits of ABC superfamily: ATP-binding components
cgMLST V1	b1902 (ftnB)	"ferritin B, putative ferrous iron reservoir"
cgMLST V1	b1905 (ftnA)	ferritin iron storage protein (cytoplasmic)
cgMLST V1	b1904 (yecR)	"lipoprotein, function unknown"
cgMLST V1	b1907 (tyrP)	tyrosine transporter
cgMLST V1	b1906 (yecH)	DUF2492 family protein
cgMLST V1	b0154 (hemL)	glutamate-1-semialdehyde aminotransferase (aminomutase)
cgMLST V1	b1037 (csgG)	curli production assembly/transport outer membrane lipoprotein
cgMLST V1	b4201 (priB)	primosomal protein N
cgMLST V1	b4200 (rpsF)	30S ribosomal subunit protein S6
cgMLST V1	b0782 (moaB)	inactive molybdopterin adenylyltransferase
cgMLST V1	b4202 (rpsR)	30S ribosomal subunit protein S18
cgMLST V1	b4207 (fklB)	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)
cgMLST V1	b0789 (clsB)	cardiolipin synthase 2
cgMLST V1	b1291 (sapD)	antimicrobial peptide transport ABC system ATP-binding protein
cgMLST V1	b1293 (sapB)	antimicrobial peptide transport ABC transporter permease
cgMLST V1	b1292 (sapC)	antimicrobial peptide transport ABC transporter permease
cgMLST V1	b1295 (ymjA)	DUF2543 family protein
cgMLST V1	b1294 (sapA)	antimicrobial peptide transport ABC transporter periplasmic binding protein
cgMLST V1	b1430 (tehB)	"tellurite, selenium methyltransferase, SAM-dependent; tellurite, selenium resistance protein"
cgMLST V1	b1473 (yddG)	aromatic amino acid exporter
cgMLST V1	b0521 (ybcF)	putative carbonate kinase
cgMLST V1	b0522 (purK)	N5-carboxyaminoimidazole ribonucleotide synthase
cgMLST V1	b0523 (purE)	N5-carboxyaminoimidazole ribonucleotide mutase
cgMLST V1	b0524 (lpxH)	"UDP-2,3-diacylglucosamine pyrophosphohydrolase "
cgMLST V1	b0526 (cysS)	cysteinyl-tRNA synthetase
cgMLST V1	b0528 (ybcJ)	ribosome-associated protein; putative RNA-binding protein
cgMLST V1	b0529 (folD)	"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase "
cgMLST V1	b3071 (yqjI)	PadR family putative transcriptional regulator
cgMLST V1	b3077 (ebgC)	"evolved beta-D-galactosidase, beta subunit; cupin superfamily"
cgMLST V1	b3076 (ebgA)	"evolved beta-D-galactosidase, alpha subunit "
cgMLST V1	b3075 (ebgR)	transcriptional repressor
cgMLST V1	b3074 (ygjH)	putative tRNA binding protein; putative tRNA corner chaperone
cgMLST V1	b2388 (glk)	glucokinase
cgMLST V1	b2389 (yfeO)	putative ion channel protein
cgMLST V1	b2382 (ypdC)	putative DNA-binding protein
cgMLST V1	b2381 (ypdB)	response regulator activating yhjX; pyruvate-responsive YpdAB two-component system
cgMLST V1	b2386 (fryC)	putative enzyme IIC component of PTS
cgMLST V1	b2387 (fryB)	putative enzyme IIB component of PTS
cgMLST V1	b2384 (ypdE)	aminopeptidase
cgMLST V1	b2729 (hypD)	hydrogenase maturation protein
cgMLST V1	b3385 (gph)	phosphoglycolate phosphatase
cgMLST V1	b3384 (trpS)	tryptophanyl-tRNA synthetase
cgMLST V1	b3387 (dam)	DNA adenine methyltransferase
cgMLST V1	b3386 (rpe)	D-ribulose-5-phosphate 3-epimerase
cgMLST V1	b3389 (aroB)	3-dehydroquinate synthase
cgMLST V1	b3388 (damX)	cell division protein that binds to the septal ring
cgMLST V1	b3925 (glpX)	"fructose 1,6-bisphosphatase II "
cgMLST V1	b3924 (fpr)	ferredoxin-NADP reductase
cgMLST V1	b3927 (glpF)	glycerol facilitator
cgMLST V1	b3921 (yiiR)	DUF805 family putative inner membrane protein
cgMLST V1	b3920 (yiiQ)	DUF1454 family putative periplasmic protein
cgMLST V1	b3923 (uspD)	stress-induced protein
cgMLST V1	b3922 (yiiS)	UPF0381 family protein
cgMLST V1	b3929 (rraA)	ribonuclease E (RNase E) inhibitor protein
cgMLST V1	b3928 (zapB)	"FtsZ stabilizer; septal ring assembly factor, stimulates cell division"
cgMLST V1	b0722 (sdhD)	"succinate dehydrogenase, membrane subunit, binds cytochrome b556"
cgMLST V1	b0720 (gltA)	citrate synthase
cgMLST V1	b0721 (sdhC)	"succinate dehydrogenase, membrane subunit, binds cytochrome b556"
cgMLST V1	b0726 (sucA)	"2-oxoglutarate decarboxylase, thiamine triphosphate-binding "
cgMLST V1	b0727 (sucB)	dihydrolipoyltranssuccinase
cgMLST V1	b0724 (sdhB)	"succinate dehydrogenase, FeS subunit "
cgMLST V1	b0728 (sucC)	"succinyl-CoA synthetase, beta subunit "
cgMLST V1	b0729 (sucD)	"succinyl-CoA synthetase, NAD(P)-binding, alpha subunit "
cgMLST V1	b1733 (chbG)	chito-oligosaccharide deacetylase
cgMLST V1	b0694 (kdpE)	response regulator in two-component regulatory system with KdpD
cgMLST V1	b0098 (secA)	"preprotein translocase subunit, ATPase"
cgMLST V1	b0090 (murG)	N-acetylglucosaminyl transferase
cgMLST V1	b0091 (murC)	UDP-N-acetylmuramate:L-alanine ligase
cgMLST V1	b0092 (ddlB)	D-alanine:D-alanine ligase
cgMLST V1	b0093 (ftsQ)	"divisome assembly protein, membrane anchored protein involved in growth of wall at septum"
cgMLST V1	b0095 (ftsZ)	GTP-binding tubulin-like cell division protein
cgMLST V1	b0096 (lpxC)	UDP-3-O-acyl N-acetylglucosamine deacetylase
cgMLST V1	b0097 (secM)	regulator of secA translation
cgMLST V1	b4108 (yjdM)	zinc-ribbon family protein
cgMLST V1	b4107 (yjdN)	metalloprotein superfamily protein
cgMLST V1	b3524 (yhjG)	putative inner membrane-anchored periplasmic AsmA family protein
cgMLST V1	b3228 (sspB)	ClpXP protease specificity enhancing factor
cgMLST V1	b3222 (nanK)	N-acetylmannosamine kinase
cgMLST V1	b3223 (nanE)	putative N-acetylmannosamine-6-P epimerase
cgMLST V1	b3221 (yhcH)	"DUF386 family protein, cupin superfamily"
cgMLST V1	b3224 (nanT)	sialic acid transporter
cgMLST V1	b3225 (nanA)	N-acetylneuraminate lyase
cgMLST V1	b2175 (mepS)	"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein"
cgMLST V1	b2174 (lpxT)	lipid A 1-diphosphate synthase; undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase
cgMLST V1	b2177 (yejA)	"microcin C transporter YejABEF, periplasmic binding protein; ABC family"
cgMLST V1	b2176 (rtn)	"resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase"
cgMLST V1	b2171 (yeiP)	elongation factor P-like protein
cgMLST V1	b2173 (yeiR)	Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein
cgMLST V1	b2172 (yeiQ)	putative NAD-dependent D-mannonate oxidoreductase
cgMLST V1	b2179 (yejE)	"microcin C transporter YejABEF, permease subunit; ABC family"
cgMLST V1	b2178 (yejB)	"microcin C transporter YejABEF, permease subunit; ABC family"
cgMLST V1	b1642 (slyA)	global transcriptional regulator
cgMLST V1	b1643 (ydhI)	DUF1656 family putative inner membrane efflux pump associated protein
cgMLST V1	b1641 (slyB)	outer membrane lipoprotein
cgMLST V1	b1646 (sodC)	"superoxide dismutase, Cu, Zn, periplasmic "
cgMLST V1	b1647 (ydhF)	putative oxidoreductase
cgMLST V1	b1644 (ydhJ)	putative membrane fusion protein (MFP) of YdhJK efflux pump
cgMLST V1	b1648 (ydhL)	DUF1289 family protein
cgMLST V1	b0119 (yacL)	UPF0231 family protein
cgMLST V1	b0118 (acnB)	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
cgMLST V1	b0115 (aceF)	"pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2 "
cgMLST V1	b0116 (lpd)	"lipoamide dehydrogenase, E3 component is part of three enzyme complexes "
cgMLST V1	b0111 (ampE)	ampicillin resistance inner membrane protein; putative signaling protein in beta-lactamase regulation
cgMLST V1	b0110 (ampD)	"1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; murein amidase "
cgMLST V1	b0113 (pdhR)	pyruvate dehydrogenase complex repressor; autorepressor
cgMLST V1	b0112 (aroP)	aromatic amino acid transporter
cgMLST V1	b3750 (rbsC)	D-ribose transporter subunit
cgMLST V1	b3754 (hsrA)	putative multidrug or homocysteine efflux system
cgMLST V1	b3755 (yieP)	putative transcriptional regulator
cgMLST V1	b2400 (gltX)	glutamyl-tRNA synthetase
cgMLST V1	b1987 (cbl)	ssuEADCB/tauABCD operon transcriptional activator
cgMLST V1	b1325 (ycjG)	L-Ala-D/L-Glu epimerase
cgMLST V1	b1324 (tpx)	lipid hydroperoxide peroxidase
cgMLST V1	b1326 (mpaA)	murein peptide amidase A
cgMLST V1	b1321 (ycjX)	"DUF463 family protein, putative P-loop NTPase"
cgMLST V1	b1323 (tyrR)	aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase
cgMLST V1	b1322 (ycjF)	UPF0283 family inner membrane protein
cgMLST V1	b1329 (mppA)	murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit
cgMLST V1	b3807 (cyaY)	iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein
cgMLST V1	b3415 (gntT)	"gluconate transporter, high-affinity GNT I system"
cgMLST V1	b3414 (nfuA)	Fe/S biogenesis protein; putative scaffold/chaperone for damaged Fe/S proteins
cgMLST V1	b3410 (feoC)	putative DNA-binding transcriptional regulator
cgMLST V1	b3413 (gntX)	DNA catabolic protein
cgMLST V1	b3412 (bioH)	pimeloyl-ACP methyl ester carboxylesterase
cgMLST V1	b3418 (malT)	mal regulon transcriptional activator
cgMLST V1	b1126 (potA)	polyamine transporter subunit
cgMLST V1	b0658 (ybeX)	putative ion transport
cgMLST V1	b0654 (gltJ)	"glutamate, aspartate ABC transporter permease subunit"
cgMLST V1	b0653 (gltK)	"glutamate, aspartate ABC transporter permease subunit"
cgMLST V1	b0832 (gsiD)	"glutathione transporter, permease component, ABC superfamily"
cgMLST V1	b0830 (gsiB)	"glutathione periplasmic binding protein, ABC superfamily transporter"
cgMLST V1	b0831 (gsiC)	"glutathione transporter, permease component, ABC superfamily"
cgMLST V1	b0836 (bssR)	repressor of biofilm formation by indole transport regulation
cgMLST V1	b0835 (rimO)	ribosomal protein S12 methylthiotransferase; radical SAM superfamily
cgMLST V1	b2147 (preA)	"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C"
cgMLST V1	b2142 (yohK)	LrgB family inner membrane protein
cgMLST V1	b2302 (yfcG)	GSH-dependent disulfide bond oxidoreductase
cgMLST V1	b2303 (folX)	"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase "
cgMLST V1	b2300 (yfcE)	phosphodiesterase activity on bis-pNPP
cgMLST V1	b2301 (yfcF)	glutathione S-transferase
cgMLST V1	b2306 (hisP)	histidine/lysine/arginine/ornithine transporter subunit
cgMLST V1	b2307 (hisM)	histidine/lysine/arginine/ornithine transporter subunit
cgMLST V1	b2309 (hisJ)	histidine/lysine/arginine/ornithine transporter subunit
cgMLST V1	ECs4518 (rph)	ribonuclease PH
cgMLST V1	b1829 (htpX)	putative endopeptidase
cgMLST V1	b1822 (rlmA)	"23S rRNA m(1)G745 methyltransferase, SAM-dependent "
cgMLST V1	b1821 (mntP)	"putative Mn(2+) efflux pump, mntR-regulated"
cgMLST V1	b1826 (mgrB)	"regulatory peptide for PhoPQ, feedback inhibition"
cgMLST V1	b1827 (kdgR)	KDG regulon transcriptional repressor
cgMLST V1	b1824 (yobF)	DUF2527 family heat-induced protein
cgMLST V1	b1825 (yebO)	putative inner membrane protein
cgMLST V1	b1195 (ymgE)	UPF0410 family putative inner membrane protein
cgMLST V1	b1448 (mnaT)	methionine N-acyltransferase; L-amino acid N-acyltransferase
cgMLST V1	b3833 (ubiE)	"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/S-adenosylmethionine:2-DMK methyltransferase "
cgMLST V1	b1777 (yeaC)	DUF1315 family protein
cgMLST V1	b1779 (gapA)	glyceraldehyde-3-phosphate dehydrogenase A
cgMLST V1	b4180 (rlmB)	"23S rRNA mG2251 2'-O-ribose methyltransferase, SAM-dependent "
cgMLST V1	b4186 (yjfC)	ATP-Grasp family ATPase
cgMLST V1	b4188 (yjfN)	DUF1471 family periplasmic protein
cgMLST V1	b4189 (bsmA)	bioflm peroxide resistance protein
cgMLST V1	EAKF1_RS07940 (tsr)	"methyl-accepting chemotaxis protein I, serine sensor receptor"
cgMLST V1	b4670 (yjeV)	uncharacterized protein
cgMLST V1	b4675 (yoaJ)	inner membrane-associated protein
cgMLST V1	b4676 (yoaK)	inner membrane-associated protein
cgMLST V1	b3846 (fadB)	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase
cgMLST V1	b3847 (pepQ)	proline dipeptidase
cgMLST V1	b3844 (fre)	NAD(P)H-flavin reductase
cgMLST V1	b3845 (fadA)	3-ketoacyl-CoA thiolase (thiolase I)
cgMLST V1	b3842 (rfaH)	transcription antitermination protein
cgMLST V1	b3843 (ubiD)	3-octaprenyl-4-hydroxybenzoate decarboxylase
cgMLST V1	b3848 (yigZ)	UPF0029 family protein
cgMLST V1	b3849 (trkH)	potassium transporter
cgMLST V1	b0503 (mnmH)	"tRNA 2-selenouridine synthase, selenophosphate-dependent"
cgMLST V1	b4080 (mdtP)	outer membrane factor of efflux pump
cgMLST V1	b1249 (clsA)	cardiolipin synthase 1
cgMLST V1	b0419 (yajO)	2-carboxybenzaldehyde reductase
cgMLST V1	b0414 (ribD)	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase
cgMLST V1	b0415 (ribE)	riboflavin synthase beta chain
cgMLST V1	b0416 (nusB)	transcription antitermination protein
cgMLST V1	b0417 (thiL)	thiamine monophosphate kinase
cgMLST V1	b0410 (yajD)	HNH nuclease family protein
cgMLST V1	b0411 (tsx)	"nucleoside channel, receptor of phage T6 and colicin K"
cgMLST V1	b3499 (rlmJ)	"23S rRNA m(6)A2030 methyltransferase, SAM-dependent"
cgMLST V1	b3498 (prlC)	oligopeptidase A
cgMLST V1	b3495 (uspA)	universal stress global response regulator
cgMLST V1	b3494 (uspB)	universal stress (ethanol tolerance) protein B
cgMLST V1	b3497 (rsmJ)	"16S rRNA m(2)G1516 methyltransferase, SAM-dependent"
cgMLST V1	b3496 (dtpB)	dipeptide and tripeptide permease B
cgMLST V1	b2728 (hypC)	hydrogenase maturation protein
cgMLST V1	b2724 (hycB)	"hydrogenase 3, Fe-S subunit "
cgMLST V1	b2725 (hycA)	regulator of the transcriptional regulator FhlA
cgMLST V1	b2726 (hypA)	protein involved in nickel insertion into hydrogenases 3
cgMLST V1	b2727 (hypB)	GTP hydrolase involved in nickel liganding into hydrogenases
cgMLST V1	b2722 (hycD)	"hydrogenase 3, membrane subunit"
cgMLST V1	b2723 (hycC)	"hydrogenase 3, membrane subunit"
cgMLST V1	b2903 (gcvP)	"glycine decarboxylase, PLP-dependent, subunit (protein P) of glycine cleavage complex "
cgMLST V1	b1129 (phoQ)	sensory histidine kinase in two-component regulatory system with PhoP
cgMLST V1	b1128 (roxA)	50S ribosomal protein L16 arginine hydroxylase; 2-oxoglutarate oxygenase
cgMLST V1	b1124 (potC)	polyamine transporter subunit
cgMLST V1	b0659 (ybeY)	ssRNA-specific endoribonuclease; co-endoribonuclease working with RNase R in 16S rRNA 3' end maturation and quality control; rRNA transcription antitermination factor
cgMLST V1	b0655 (gltI)	"glutamate, aspartate binding protein, periplasmic; part of GltJKLI ABC transporter"
cgMLST V1	b0384 (psiF)	PsiF family protein
cgMLST V1	b0386 (proC)	"pyrroline-5-carboxylate reductase, NAD(P)-binding "
cgMLST V1	b0380 (yaiZ)	DUF2754 family putative inner membrane protein
cgMLST V1	b0381 (ddlA)	D-alanine-D-alanine ligase A
cgMLST V1	b0382 (iraP)	"anti-RssB factor, RpoS stabilzer during Pi starvation; anti-adapter protein"
cgMLST V1	b0383 (phoA)	bacterial alkaline phosphatase
cgMLST V1	b0388 (aroL)	shikimate kinase II
cgMLST V1	b0389 (yaiA)	OxyR-regulated conserved protein
cgMLST V1	b3655 (yicH)	putative inner membrane-anchored periplasmic AsmA family protein
cgMLST V1	b3654 (xanP)	xanthine permease
cgMLST V1	b3653 (gltS)	glutamate transporter
cgMLST V1	b3652 (recG)	ATP-dependent DNA helicase
cgMLST V1	b3651 (trmH)	"tRNA mG18-2'-O-methyltransferase, SAM-dependent"
cgMLST V1	b3650 (spoT)	"bifunctional (p)ppGpp synthetase II/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase "
cgMLST V1	b2528 (iscA)	FeS cluster assembly protein
cgMLST V1	b2529 (iscU)	iron-sulfur cluster assembly scaffold protein
cgMLST V1	b2527 (hscB)	"HscA co-chaperone, J domain-containing protein Hsc56; IscU-specific chaperone HscAB"
cgMLST V1	b2524 (iscX)	Iron binding protein associated with IscS; putative molecular adaptor of IscS function
cgMLST V1	b2525 (fdx)	[2Fe-2S] ferredoxin
cgMLST V1	b2522 (sseB)	"rhodanase-like enzyme, sulfur transfer from thiosulfate"
cgMLST V1	b2523 (pepB)	aminopeptidase B
cgMLST V1	b1246 (oppD)	oligopeptide transporter subunit
cgMLST V1	b1247 (oppF)	oligopeptide transporter subunit
cgMLST V1	b1244 (oppB)	oligopeptide transporter subunit
cgMLST V1	b1245 (oppC)	oligopeptide transporter subunit
cgMLST V1	b1242 (ychE)	UPF0056 family inner membrane protein
cgMLST V1	b1243 (oppA)	oligopeptide transporter subunit
cgMLST V1	b1241 (adhE)	fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase
cgMLST V1	b1248 (yciU)	UPF0263 family protein
cgMLST V1	b4036 (lamB)	maltose outer membrane porin (maltoporin)
cgMLST V1	b4037 (malM)	maltose regulon periplasmic protein
cgMLST V1	b4034 (malE)	maltose transporter subunit
cgMLST V1	b4035 (malK)	"fused maltose transport subunit, ATP-binding component of ABC superfamily/regulatory protein"
cgMLST V1	b4032 (malG)	maltose transporter subunit
cgMLST V1	b4033 (malF)	maltose transporter subunit
cgMLST V1	b4030 (psiE)	phosphate starvation inducible protein
cgMLST V1	b4039 (ubiC)	chorismate--pyruvate lyase
